municipio;uf;area
SENGÉS;PR;1441,333
SERRANÓPOLIS DO IGUAÇU;PR;482,394
SERTANEJA;PR;444,492
SERTANÓPOLIS;PR;505,532
SIQUEIRA CAMPOS;PR;278,035
SULINA;PR;170,759
TAMARANA;PR;472,155
TAMBOARA;PR;193,346
TAPEJARA;PR;591,399
TAPIRA;PR;434,371
TEIXEIRA SOARES;PR;902,793
TELÊMACO BORBA;PR;1382,86
TERRA BOA;PR;320,85
TERRA RICA;PR;700,599
TERRA ROXA;PR;800,807
TIBAGI;PR;2951,567
TIJUCAS DO SUL;PR;671,889
TOLEDO;PR;1196,756
TOMAZINA;PR;591,438
TRÊS BARRAS DO PARANÁ;PR;504,171
TUNAS DO PARANÁ;PR;668,478
TUNEIRAS DO OESTE;PR;698,871
TUPÃSSI;PR;299,769
TURVO;PR;938,966
UBIRATÃ;PR;652,581
UMUARAMA;PR;1234,537
UNIÃO DA VITÓRIA;PR;719,998
UNIFLOR;PR;94,819
URAÍ;PR;237,81
WENCESLAU BRAZ;PR;397,916
VENTANIA;PR;819,334
VERA CRUZ DO OESTE;PR;327,09
VERÊ;PR;311,801
ALTO PARAÍSO;PR;967,772
DOUTOR ULYSSES;PR;777,482
VIRMOND;PR;243,173
VITORINO;PR;308,218
XAMBRÊ;PR;359,712
ACAUÃ;PI;1280,838
AGRICOLÂNDIA;PI;112,392
ÁGUA BRANCA;PI;96,843
ALAGOINHA DO PIAUÍ;PI;535,89
ALEGRETE DO PIAUÍ;PI;243,732
ALTO LONGÁ;PI;1743,331
ALTOS;PI;957,232
ALVORADA DO GURGUÉIA;PI;2131,506
AMARANTE;PI;1152,127
ANGICAL DO PIAUÍ;PI;222,008
ANÍSIO DE ABREU;PI;337,877
ANTÔNIO ALMEIDA;PI;644,8
AROAZES;PI;821,212
AROEIRAS DO ITAIM;PI;316,235
ARRAIAL;PI;682,727
ASSUNÇÃO DO PIAUÍ;PI;1690,703
AVELINO LOPES;PI;1220,371
BAIXA GRANDE DO RIBEIRO;PI;7808,915
BARRA D'ALCÂNTARA;PI;263,943
BARRAS;PI;1722,507
BARREIRAS DO PIAUÍ;PI;2168,713
BARRO DURO;PI;159,436
BATALHA;PI;1589,01
BELA VISTA DO PIAUÍ;PI;499,092
BELÉM DO PIAUÍ;PI;243,234
BENEDITINOS;PI;937,098
BERTOLÍNIA;PI;1216,116
BETÂNIA DO PIAUÍ;PI;579,576
BOA HORA;PI;336,954
BOCAINA;PI;261,651
BOM JESUS;PI;5471,024
BOM PRINCÍPIO DO PIAUÍ;PI;523,142
BONFIM DO PIAUÍ;PI;289,149
BOQUEIRÃO DO PIAUÍ;PI;269,786
BRASILEIRA;PI;880,836
BREJO DO PIAUÍ;PI;2267,327
BURITI DOS LOPES;PI;690,54
BURITI DOS MONTES;PI;2437,326
CABECEIRAS DO PIAUÍ;PI;608,747
CAJAZEIRAS DO PIAUÍ;PI;514,106
CAJUEIRO DA PRAIA;PI;271,165
CALDEIRÃO GRANDE DO PIAUÍ;PI;467,083
CAMPINAS DO PIAUÍ;PI;783,842
CAMPO ALEGRE DO FIDALGO;PI;657,796
CAMPO GRANDE DO PIAUÍ;PI;311,682
CAMPO LARGO DO PIAUÍ;PI;478,078
CAMPO MAIOR;PI;1680,861
CANAVIEIRA;PI;2165,277
CANTO DO BURITI;PI;4325,643
CAPITÃO DE CAMPOS;PI;571,658
CAPITÃO GERVÁSIO OLIVEIRA;PI;1132,995
CARACOL;PI;1610,959
CARAÚBAS DO PIAUÍ;PI;471,217
CARIDADE DO PIAUÍ;PI;498,793
CASTELO DO PIAUÍ;PI;2378,847
CAXINGÓ;PI;491,093
COCAL;PI;1294,133
COCAL DE TELHA;PI;310,291
COCAL DOS ALVES;PI;324,856
COIVARAS;PI;484,46
COLÔNIA DO GURGUÉIA;PI;429,591
COLÔNIA DO PIAUÍ;PI;950,193
CONCEIÇÃO DO CANINDÉ;PI;824,729
CORONEL JOSÉ DIAS;PI;1926,103
CORRENTE;PI;3048,747
CRISTALÂNDIA DO PIAUÍ;PI;1202,896
CRISTINO CASTRO;PI;1845,698
CURIMATÁ;PI;2344,949
CURRAIS;PI;3156,657
CURRALINHOS;PI;345,811
CURRAL NOVO DO PIAUÍ;PI;755,251
DEMERVAL LOBÃO;PI;216,807
DIRCEU ARCOVERDE;PI;1005,571
DOM EXPEDITO LOPES;PI;218,808
DOMINGOS MOURÃO;PI;848,705
DOM INOCÊNCIO;PI;3871,824
ELESBÃO VELOSO;PI;1383,976
ELISEU MARTINS;PI;1097,79
ESPERANTINA;PI;908,748
FARTURA DO PIAUÍ;PI;713,046
FLORES DO PIAUÍ;PI;946,719
FLORESTA DO PIAUÍ;PI;223,199
FLORIANO;PI;3407,979
FRANCINÓPOLIS;PI;268,704
FRANCISCO AYRES;PI;656,475
FRANCISCO MACEDO;PI;179,245
FRANCISCO SANTOS;PI;492,191
FRONTEIRAS;PI;777,179
GEMINIANO;PI;440,606
GILBUÉS;PI;3495,692
GUADALUPE;PI;1026,538
GUARIBAS;PI;3118,231
HUGO NAPOLEÃO;PI;224,573
ILHA GRANDE;PI;129,696
INHUMA;PI;978,222
IPIRANGA DO PIAUÍ;PI;529,417
ISAÍAS COELHO;PI;800,688
ITAINÓPOLIS;PI;827,62
ITAUEIRA;PI;2554,179
JACOBINA DO PIAUÍ;PI;1333,796
JAICÓS;PI;866,788
JARDIM DO MULATO;PI;510,226
JATOBÁ DO PIAUÍ;PI;650,393
JERUMENHA;PI;1865,94
JOÃO COSTA;PI;1800,23
JOAQUIM PIRES;PI;740,561
JOCA MARQUES;PI;169,005
JOSÉ DE FREITAS;PI;1538,172
JUAZEIRO DO PIAUÍ;PI;935,404
JÚLIO BORGES;PI;1283,916
JUREMA;PI;1271,881
LAGOINHA DO PIAUÍ;PI;67,649
LAGOA ALEGRE;PI;394,205
LAGOA DO BARRO DO PIAUÍ;PI;1329,094
LAGOA DE SÃO FRANCISCO;PI;155,86
LAGOA DO PIAUÍ;PI;427,841
LAGOA DO SÍTIO;PI;805,018
LANDRI SALES;PI;1088,583
LUÍS CORREIA;PI;1074,132
LUZILÂNDIA;PI;705,599
MADEIRO;PI;178,842
MANOEL EMÍDIO;PI;1620,413
MARCOLÂNDIA;PI;136,785
MARCOS PARENTE;PI;677,416
MASSAPÊ DO PIAUÍ;PI;530,169
MATIAS OLÍMPIO;PI;226,785
MIGUEL ALVES;PI;1392,123
MIGUEL LEÃO;PI;93,412
MILTON BRANDÃO;PI;1309,128
MONSENHOR GIL;PI;567,86
MONSENHOR HIPÓLITO;PI;401,568
MONTE ALEGRE DO PIAUÍ;PI;2417,382
MORRO CABEÇA NO TEMPO;PI;2207,658
MORRO DO CHAPÉU DO PIAUÍ;PI;328,408
MURICI DOS PORTELAS;PI;475,72
NAZARÉ DO PIAUÍ;PI;1315,841
NAZÁRIA;PI;362,376
NOSSA SENHORA DE NAZARÉ;PI;356,872
NOSSA SENHORA DOS REMÉDIOS;PI;357,896
NOVO ORIENTE DO PIAUÍ;PI;525,906
NOVO SANTO ANTÔNIO;PI;443,872
OEIRAS;PI;2703,138
OLHO D'ÁGUA DO PIAUÍ;PI;183,603
PADRE MARCOS;PI;278,696
PAES LANDIM;PI;401,378
PAJEÚ DO PIAUÍ;PI;986,961
PALMEIRA DO PIAUÍ;PI;2024,02
PALMEIRAIS;PI;1493,764
PAQUETÁ;PI;432,572
PARNAGUÁ;PI;3428,811
PARNAÍBA;PI;436,907
PASSAGEM FRANCA DO PIAUÍ;PI;643,226
PATOS DO PIAUÍ;PI;801,403
PAU D'ARCO DO PIAUÍ;PI;430,023
PAULISTANA;PI;1941,111
PAVUSSU;PI;1090,697
PEDRO II;PI;1544,413
PEDRO LAURENTINO;PI;870,614
NOVA SANTA RITA;PI;909,734
PICOS;PI;577,284
PIMENTEIRAS;PI;4562,58
PIO IX;PI;1948,142
PIRACURUCA;PI;2368,935
PIRIPIRI;PI;1407,192
PORTO;PI;253,113
PORTO ALEGRE DO PIAUÍ;PI;1168,044
PRATA DO PIAUÍ;PI;196,787
QUEIMADA NOVA;PI;1284,761
REDENÇÃO DO GURGUÉIA;PI;2470,531
REGENERAÇÃO;PI;1251,321
RIACHO FRIO;PI;2220,598
RIBEIRA DO PIAUÍ;PI;1012,479
RIBEIRO GONÇALVES;PI;3987,147
RIO GRANDE DO PIAUÍ;PI;635,953
SANTA CRUZ DO PIAUÍ;PI;582,658
SANTA CRUZ DOS MILAGRES;PI;978,547
SANTA FILOMENA;PI;5293,693
SANTA LUZ;PI;1185,398
SANTANA DO PIAUÍ;PI;112,189
SANTA ROSA DO PIAUÍ;PI;338,336
SANTO ANTÔNIO DE LISBOA;PI;385,286
SANTO ANTÔNIO DOS MILAGRES;PI;33,64
SANTO INÁCIO DO PIAUÍ;PI;852,106
SÃO BRAZ DO PIAUÍ;PI;656,042
SÃO FÉLIX DO PIAUÍ;PI;627,033
SÃO FRANCISCO DE ASSIS DO PIAUÍ;PI;1072,851
SÃO FRANCISCO DO PIAUÍ;PI;1341,451
SÃO GONÇALO DO GURGUÉIA;PI;1385,255
SÃO GONÇALO DO PIAUÍ;PI;150,495
SÃO JOÃO DA CANABRAVA;PI;480,537
SÃO JOÃO DA FRONTEIRA;PI;817,111
SÃO JOÃO DA SERRA;PI;994,224
SÃO JOÃO DA VARJOTA;PI;394,456
SÃO JOÃO DO ARRAIAL;PI;213,377
SÃO JOÃO DO PIAUÍ;PI;1527,497
SÃO JOSÉ DO DIVINO;PI;319,367
SÃO JOSÉ DO PEIXE;PI;1287,174
SÃO JOSÉ DO PIAUÍ;PI;373,347
SÃO JULIÃO;PI;291,089
SÃO LOURENÇO DO PIAUÍ;PI;673,822
SÃO LUIS DO PIAUÍ;PI;217,924
SÃO MIGUEL DA BAIXA GRANDE;PI;444,528
SÃO MIGUEL DO FIDALGO;PI;813,444
SÃO MIGUEL DO TAPUIO;PI;4988,973
SÃO PEDRO DO PIAUÍ;PI;518,288
SÃO RAIMUNDO NONATO;PI;2415,287
SEBASTIÃO BARROS;PI;893,488
SEBASTIÃO LEAL;PI;3148,857
SIGEFREDO PACHECO;PI;1031,101
SIMÕES;PI;1076,055
SIMPLÍCIO MENDES;PI;1360,028
SOCORRO DO PIAUÍ;PI;761,854
SUSSUAPARA;PI;205,194
TAMBORIL DO PIAUÍ;PI;1587,296
TANQUE DO PIAUÍ;PI;398,007
TERESINA;PI;1391,293
UNIÃO;PI;1170,742
URUÇUÍ;PI;8413,016
VALENÇA DO PIAUÍ;PI;1333,722
VÁRZEA BRANCA;PI;450,429
VÁRZEA GRANDE;PI;236,453
VERA MENDES;PI;341,974
VILA NOVA DO PIAUÍ;PI;221,627
WALL FERRAZ;PI;270,427
ABREU E LIMA;PE;126,384
AFOGADOS DA INGAZEIRA;PE;377,696
AFRÂNIO;PE;1490,594
AGRESTINA;PE;200,369
ÁGUA PRETA;PE;533,332
ÁGUAS BELAS;PE;885,988
ALAGOINHA;PE;216,452
ALIANÇA;PE;272,773
ALTINHO;PE;450,178
AMARAJI;PE;234,956
ANGELIM;PE;118,037
ARAÇOIABA;PE;96,36
ARARIPINA;PE;2037,394
ARCOVERDE;PE;323,37
BARRA DE GUABIRABA;PE;120,583
BARREIROS;PE;233,433
BELÉM DE MARIA;PE;75,142
BELÉM DO SÃO FRANCISCO;PE;1830,797
BELO JARDIM;PE;647,696
BETÂNIA;PE;1244,074
BEZERROS;PE;492,632
BODOCÓ;PE;1621,786
BOM CONSELHO;PE;792,185
BOM JARDIM;PE;224,12
BONITO;PE;390,107
BREJÃO;PE;159,786
BREJINHO;PE;106,275
BREJO DA MADRE DE DEUS;PE;762,346
BUENOS AIRES;PE;93,187
BUÍQUE;PE;1320,87
CABO DE SANTO AGOSTINHO;PE;445,343
CABROBÓ;PE;1658,616
CACHOEIRINHA;PE;179,262
CAETÉS;PE;294,946
CALÇADO;PE;121,945
CALUMBI;PE;179,314
CAMARAGIBE;PE;51,321
CAMOCIM DE SÃO FÉLIX;PE;71,985
CAMUTANGA;PE;39,116
CANHOTINHO;PE;423,168
CAPOEIRAS;PE;336,329
CARNAÍBA;PE;427,802
CARNAUBEIRA DA PENHA;PE;1004,667
CARPINA;PE;147,017
CARUARU;PE;923,15
CASINHAS;PE;115,868
CATENDE;PE;207,244
CEDRO;PE;148,746
CHÃ DE ALEGRIA;PE;48,993
CHÃ GRANDE;PE;84,848
CONDADO;PE;89,645
CORRENTES;PE;317,793
CORTÊS;PE;101,316
CUMARU;PE;292,231
CUPIRA;PE;95,155
CUSTÓDIA;PE;1404,126
DORMENTES;PE;1539,052
ESCADA;PE;342,201
EXU;PE;1336,786
FEIRA NOVA;PE;107,726
FERNANDO DE NORONHA;PE;18,609
FERREIROS;PE;92,516
FLORES;PE;995,558
FLORESTA;PE;3644,169
FREI MIGUELINHO;PE;212,707
GAMELEIRA;PE;255,961
GARANHUNS;PE;458,552
GLÓRIA DO GOITÁ;PE;234,214
GOIANA;PE;445,405
GRANITO;PE;521,69
GRAVATÁ;PE;503,946
IATI;PE;635,137
IBIMIRIM;PE;1906,437
IBIRAJUBA;PE;189,596
IGARASSU;PE;306,879
IGUARACY;PE;838,132
INAJÁ;PE;1168,158
INGAZEIRA;PE;243,586
IPOJUCA;PE;521,801
IPUBI;PE;693,914
ITACURUBA;PE;430,038
ITAÍBA;PE;1061,694
ILHA DE ITAMARACÁ;PE;66,146
ITAMBÉ;PE;304,006
ITAPETIM;PE;404,85
ITAPISSUMA;PE;73,968
ITAQUITINGA;PE;162,739
JABOATÃO DOS GUARARAPES;PE;258,724
JAQUEIRA;PE;87,208
JATAÚBA;PE;714,601
JATOBÁ;PE;277,862
JOÃO ALFREDO;PE;134,147
JOAQUIM NABUCO;PE;121,901
JUCATI;PE;120,604
JUPI;PE;104,994
JUREMA;PE;148,254
LAGOA DO CARRO;PE;69,666
LAGOA DE ITAENGA;PE;56,131
LAGOA DO OURO;PE;198,762
LAGOA DOS GATOS;PE;224,947
LAGOA GRANDE;PE;1850,07
LAJEDO;PE;189,096
LIMOEIRO;PE;273,733
MACAPARANA;PE;108,049
MACHADOS;PE;60,036
MANARI;PE;344,725
MARAIAL;PE;199,865
MIRANDIBA;PE;821,676
MORENO;PE;196,073
NAZARÉ DA MATA;PE;130,572
OLINDA;PE;41,3
OROBÓ;PE;138,662
OROCÓ;PE;554,76
OURICURI;PE;2381,57
PALMARES;PE;339,291
PALMEIRINA;PE;168,796
PANELAS;PE;380,428
PARANATAMA;PE;185,371
PARNAMIRIM;PE;2609,548
PASSIRA;PE;326,758
PAUDALHO;PE;269,651
PAULISTA;PE;96,932
PEDRA;PE;921,477
PESQUEIRA;PE;980,876
PETROLÂNDIA;PE;1056,592
PETROLINA;PE;4561,87
POÇÃO;PE;204,329
POMBOS;PE;239,876
PRIMAVERA;PE;113,112
QUIPAPÁ;PE;230,617
QUIXABA;PE;210,705
RECIFE;PE;218,843
RIACHO DAS ALMAS;PE;314,003
RIBEIRÃO;PE;289,733
RIO FORMOSO;PE;227,458
SAIRÉ;PE;190,455
SALGADINHO;PE;87,217
SALGUEIRO;PE;1678,564
SALOÁ;PE;251,549
SANHARÓ;PE;268,686
SANTA CRUZ;PE;1245,983
SANTA CRUZ DA BAIXA VERDE;PE;114,932
SANTA CRUZ DO CAPIBARIBE;PE;335,309
SANTA FILOMENA;PE;1005,341
SANTA MARIA DA BOA VISTA;PE;3000,774
SANTA MARIA DO CAMBUCÁ;PE;92,148
SANTA TEREZINHA;PE;200,327
SÃO BENEDITO DO SUL;PE;160,477
SÃO BENTO DO UNA;PE;719,148
SÃO CAITANO;PE;382,483
SÃO JOÃO;PE;258,334
SÃO JOAQUIM DO MONTE;PE;232,07
SÃO JOSÉ DA COROA GRANDE;PE;69,184
SÃO JOSÉ DO BELMONTE;PE;1474,086
SÃO JOSÉ DO EGITO;PE;780,852
SÃO LOURENÇO DA MATA;PE;264,19
SÃO VICENTE FÉRRER;PE;113,985
SERRA TALHADA;PE;2980,007
SERRITA;PE;1535,19
SERTÂNIA;PE;2421,527
SIRINHAÉM;PE;374,321
MOREILÂNDIA;PE;404,287
SOLIDÃO;PE;138,398
SURUBIM;PE;252,896
TABIRA;PE;390,434
TACAIMBÓ;PE;227,601
TACARATU;PE;1264,532
TAMANDARÉ;PE;213,75
TAQUARITINGA DO NORTE;PE;475,184
TEREZINHA;PE;151,45
TERRA NOVA;PE;318,709
TIMBAÚBA;PE;287,683
TORITAMA;PE;25,704
TRACUNHAÉM;PE;137,321
TRINDADE;PE;295,765
TRIUNFO;PE;191,518
TUPANATINGA;PE;950,474
TUPARETAMA;PE;189,509
VENTUROSA;PE;335,482
VERDEJANTE;PE;476,039
VERTENTE DO LÉRIO;PE;73,631
VERTENTES;PE;196,325
VICÊNCIA;PE;228,017
VITÓRIA DE SANTO ANTÃO;PE;335,942
XEXÉU;PE;110,815
ÁGUA BRANCA;PB;241,662
AGUIAR;PB;351,607
ALAGOA GRANDE;PB;322,071
ALAGOA NOVA;PB;128,23
ALAGOINHA;PB;111,361
ALCANTIL;PB;309,896
ALGODÃO DE JANDAÍRA;PB;222,74
ALHANDRA;PB;183,974
SÃO JOÃO DO RIO DO PEIXE;PB;476,238
AMPARO;PB;122,094
APARECIDA;PB;291,478
ARAÇAGI;PB;232,177
ARARA;PB;91,306
ARARUNA;PB;246,717
AREIA;PB;269,13
AREIA DE BARAÚNAS;PB;114,078
AREIAL;PB;35,81
AROEIRAS;PB;376,118
ASSUNÇÃO;PB;132,139
BAÍA DA TRAIÇÃO;PB;102,756
BANANEIRAS;PB;255,641
BARAÚNA;PB;50,03
BARRA DE SANTANA;PB;375,177
BARRA DE SANTA ROSA;PB;781,187
BARRA DE SÃO MIGUEL;PB;609,697
BAYEUX;PB;27,705
BELÉM;PB;99,609
BELÉM DO BREJO DO CRUZ;PB;601,549
BERNARDINO BATISTA;PB;57,453
BOA VENTURA;PB;168,664
BOA VISTA;PB;468,933
BOM JESUS;PB;47,367
BOM SUCESSO;PB;186,059
BONITO DE SANTA FÉ;PB;226,798
BOQUEIRÃO;PB;373,077
IGARACY;PB;197,058
BORBOREMA;PB;26,107
BREJO DO CRUZ;PB;401,315
BREJO DOS SANTOS;PB;93,857
CAAPORÃ;PB;151,018
CABACEIRAS;PB;469,171
CABEDELO;PB;29,873
CACHOEIRA DOS ÍNDIOS;PB;193,215
CACIMBA DE AREIA;PB;213,018
CACIMBA DE DENTRO;PB;165,072
CACIMBAS;PB;124,068
CAIÇARA;PB;123,677
CAJAZEIRAS;PB;562,703
CAJAZEIRINHAS;PB;282,693
CALDAS BRANDÃO;PB;55,963
CAMALAÚ;PB;541,841
CAMPINA GRANDE;PB;591,658
CAPIM;PB;79,876
CARAÚBAS;PB;486,622
CARRAPATEIRA;PB;59,07
CASSERENGUE;PB;202,761
CATINGUEIRA;PB;527,424
CATOLÉ DO ROCHA;PB;551,765
CATURITÉ;PB;117,823
CONCEIÇÃO;PB;580,65
CONDADO;PB;265,473
CONDE;PB;171,267
CONGO;PB;324,686
COREMAS;PB;372,012
COXIXOLA;PB;173,942
CRUZ DO ESPÍRITO SANTO;PB;192,512
CUBATI;PB;163,57
CUITÉ;PB;733,818
CUITEGI;PB;42,091
CUITÉ DE MAMANGUAPE;PB;107,68
CURRAL DE CIMA;PB;86,428
CURRAL VELHO;PB;217,624
DAMIÃO;PB;186,198
DESTERRO;PB;182,018
VISTA SERRANA;PB;60,39
DIAMANTE;PB;271,791
DONA INÊS;PB;173,648
DUAS ESTRADAS;PB;27,012
EMAS;PB;248,226
ESPERANÇA;PB;157,851
FAGUNDES;PB;185,061
FREI MARTINHO;PB;238,658
GADO BRAVO;PB;192,42
GUARABIRA;PB;162,387
GURINHÉM;PB;340,408
GURJÃO;PB;344,502
IBIARA;PB;240,357
IMACULADA;PB;317,804
INGÁ;PB;262,179
ITABAIANA;PB;210,572
ITAPORANGA;PB;460,21
ITAPOROROCA;PB;145,806
ITATUBA;PB;251,749
JACARAÚ;PB;256,845
JERICÓ;PB;177,356
JOÃO PESSOA;PB;210,044
JUAREZ TÁVORA;PB;75,678
JUAZEIRINHO;PB;474,606
JUNCO DO SERIDÓ;PB;180,425
JURIPIRANGA;PB;78,706
JURU;PB;395,075
LAGOA;PB;176,649
LAGOA DE DENTRO;PB;83,508
LAGOA SECA;PB;108,219
LASTRO;PB;107,416
LIVRAMENTO;PB;266,948
LOGRADOURO;PB;42,876
LUCENA;PB;93,8
MÃE D'ÁGUA;PB;228,676
MALTA;PB;172,01
MAMANGUAPE;PB;337,434
MANAÍRA;PB;352,025
MARCAÇÃO;PB;122,665
MARI;PB;155,265
MARIZÓPOLIS;PB;69,952
MASSARANDUBA;PB;209,402
MATARACA;PB;182,439
MATINHAS;PB;36,522
MATO GROSSO;PB;85,275
MATURÉIA;PB;83,053
MOGEIRO;PB;214,093
MONTADAS;PB;31,793
MONTE HOREBE;PB;116,854
MONTEIRO;PB;992,62
MULUNGU;PB;187,259
NATUBA;PB;202,173
NAZAREZINHO;PB;193,203
NOVA FLORESTA;PB;47,572
NOVA OLINDA;PB;81,516
NOVA PALMEIRA;PB;314,748
OLHO D'ÁGUA;PB;580,47
OLIVEDOS;PB;314,625
OURO VELHO;PB;128,11
PARARI;PB;207,814
PASSAGEM;PB;123,422
PATOS;PB;472,892
PAULISTA;PB;577,379
PEDRA BRANCA;PB;116,873
PEDRA LAVRADA;PB;335,615
PEDRAS DE FOGO;PB;406,729
PIANCÓ;PB;576,986
PICUÍ;PB;667,714
PILAR;PB;103,306
PILÕES;PB;65,574
PILÕEZINHOS;PB;40,908
PIRPIRITUBA;PB;80,672
PITIMBU;PB;135,801
POCINHOS;PB;623,967
POÇO DANTAS;PB;97,758
POÇO DE JOSÉ DE MOURA;PB;94,646
POMBAL;PB;894,099
PRATA;PB;201,788
PRINCESA ISABEL;PB;368,569
PUXINANÃ;PB;71,118
QUEIMADAS;PB;402,748
QUIXABA;PB;147,158
REMÍGIO;PB;183,459
PEDRO RÉGIS;PB;74,216
RIACHÃO;PB;85,291
RIACHÃO DO BACAMARTE;PB;40,281
RIACHÃO DO POÇO;PB;40,46
RIACHO DE SANTO ANTÔNIO;PB;93,654
RIACHO DOS CAVALOS;PB;262,532
RIO TINTO;PB;465,24
SALGADINHO;PB;179,005
SALGADO DE SÃO FÉLIX;PB;204,079
SANTA CECÍLIA;PB;217,577
SANTA CRUZ;PB;217,677
SANTA HELENA;PB;211,143
SANTA INÊS;PB;327,635
SANTA LUZIA;PB;440,766
SANTANA DE MANGUEIRA;PB;405,164
SANTANA DOS GARROTES;PB;361,484
JOCA CLAUDINO;PB;71,799
SANTA RITA;PB;718,576
SANTA TERESINHA;PB;359,442
SANTO ANDRÉ;PB;197,791
SÃO BENTO;PB;245,84
SÃO BENTINHO;PB;199,635
SÃO DOMINGOS DO CARIRI;PB;233,835
SÃO DOMINGOS;PB;170,361
SÃO FRANCISCO;PB;90,724
SÃO JOÃO DO CARIRI;PB;612,966
SÃO JOÃO DO TIGRE;PB;812,617
SÃO JOSÉ DA LAGOA TAPADA;PB;333,724
SÃO JOSÉ DE CAIANA;PB;183,273
SÃO JOSÉ DE ESPINHARAS;PB;726,757
SÃO JOSÉ DOS RAMOS;PB;100,642
SÃO JOSÉ DE PIRANHAS;PB;686,918
SÃO JOSÉ DE PRINCESA;PB;158,052
SÃO JOSÉ DO BONFIM;PB;153,629
SÃO JOSÉ DO BREJO DO CRUZ;PB;253,787
SÃO JOSÉ DO SABUGI;PB;213,555
SÃO JOSÉ DOS CORDEIROS;PB;376,661
SÃO MAMEDE;PB;533,446
SÃO MIGUEL DE TAIPU;PB;92,413
SÃO SEBASTIÃO DE LAGOA DE ROÇA;PB;46,372
SÃO SEBASTIÃO DO UMBUZEIRO;PB;464,327
SAPÉ;PB;313,678
SÃO VICENTE DO SERIDÓ;PB;262,751
SERRA BRANCA;PB;698,102
SERRA DA RAIZ;PB;31,679
SERRA GRANDE;PB;64,352
SERRA REDONDA;PB;55,197
SERRARIA;PB;65,062
SERTÃOZINHO;PB;32,455
SOBRADO;PB;61,953
SOLÂNEA;PB;233,043
SOLEDADE;PB;578,178
SOSSÊGO;PB;147,264
SOUSA;PB;728,492
SUMÉ;PB;833,315
TACIMA;PB;245,236
TAPEROÁ;PB;628,365
TAVARES;PB;239,507
TEIXEIRA;PB;155,452
TENÓRIO;PB;87,452
TRIUNFO;PB;224,336
UIRAÚNA;PB;293,182
UMBUZEIRO;PB;185,578
VÁRZEA;PB;191,282
VIEIRÓPOLIS;PB;147,098
ZABELÊ;PB;106,811
ABAETETUBA;PA;1610,654
ABEL FIGUEIREDO;PA;614,131
ACARÁ;PA;4344,384
AFUÁ;PA;8338,438
ÁGUA AZUL DO NORTE;PA;7113,955
ALENQUER;PA;23645,452
ALMEIRIM;PA;72954,798
ALTAMIRA;PA;159533,306
ANAJÁS;PA;6913,64
ANANINDEUA;PA;190,581
ANAPU;PA;11895,27
AUGUSTO CORRÊA;PA;1099,619
AURORA DO PARÁ;PA;1811,84
AVEIRO;PA;17074,053
BAGRE;PA;4397,321
BAIÃO;PA;3759,834
BANNACH;PA;2956,649
BARCARENA;PA;1310,338
BELÉM;PA;1059,466
BELTERRA;PA;4398,418
BENEVIDES;PA;187,826
BOM JESUS DO TOCANTINS;PA;2816,604
BONITO;PA;586,976
BRAGANÇA;PA;2124,734
BRASIL NOVO;PA;6362,575
BREJO GRANDE DO ARAGUAIA;PA;1288,477
BREU BRANCO;PA;3941,904
BREVES;PA;9566,572
BUJARU;PA;994,691
CACHOEIRA DO PIRIÁ;PA;2419,6
CACHOEIRA DO ARARI;PA;3100,261
CAMETÁ;PA;3081,367
CANAÃ DOS CARAJÁS;PA;3146,821
CAPANEMA;PA;621,483
CAPITÃO POÇO;PA;2901,026
CASTANHAL;PA;1029,3
CHAVES;PA;12534,995
COLARES;PA;384,068
CONCEIÇÃO DO ARAGUAIA;PA;5829,482
CONCÓRDIA DO PARÁ;PA;700,59
CUMARU DO NORTE;PA;17085,001
CURIONÓPOLIS;PA;2369,096
CURRALINHO;PA;3617,252
CURUÁ;PA;1431,134
CURUÇÁ;PA;676,322
DOM ELISEU;PA;5268,809
ELDORADO DO CARAJÁS;PA;2956,691
FARO;PA;11771,669
FLORESTA DO ARAGUAIA;PA;3444,285
GARRAFÃO DO NORTE;PA;1608,014
GOIANÉSIA DO PARÁ;PA;7023,948
GURUPÁ;PA;8570,286
IGARAPÉ-AÇU;PA;785,983
IGARAPÉ-MIRI;PA;1996,79
INHANGAPI;PA;472,605
IPIXUNA DO PARÁ;PA;5215,555
IRITUIA;PA;1385,209
ITAITUBA;PA;62042,472
ITUPIRANGA;PA;7880,109
JACAREACANGA;PA;53304,563
JACUNDÁ;PA;2008,315
JURUTI;PA;8305,454
LIMOEIRO DO AJURU;PA;1490,186
MÃE DO RIO;PA;469,341
MAGALHÃES BARATA;PA;323,984
MARABÁ;PA;15128,058
MARACANÃ;PA;807,628
MARAPANIM;PA;804,625
MARITUBA;PA;103,214
MEDICILÂNDIA;PA;8272,629
MELGAÇO;PA;6774,065
MOCAJUBA;PA;871,171
MOJU;PA;9094,139
MOJUÍ DOS CAMPOS;PA;4988,236
MONTE ALEGRE;PA;18152,559
MUANÁ;PA;3763,337
NOVA ESPERANÇA DO PIRIÁ;PA;2808,195
NOVA IPIXUNA;PA;1564,184
NOVA TIMBOTEUA;PA;489,853
NOVO PROGRESSO;PA;38162,002
NOVO REPARTIMENTO;PA;15398,723
ÓBIDOS;PA;28011,041
OEIRAS DO PARÁ;PA;3852,291
ORIXIMINÁ;PA;107613,838
OURÉM;PA;561,71
OURILÂNDIA DO NORTE;PA;14410,567
PACAJÁ;PA;11832,323
